ID,ESTADO,MUNICIPIO,LOCALIDAD,AGEB,PERSONAS,P1_1,P1_2,P1_3,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P2_7,P2_8,P2_9,P2_10,P2_11,P2_12,P2_13,P2_14,P2_15,P2_16,P2_17,P2_18,P2_19,P2_20,P2_21,P2_22,P2_23,P2_24,P2_25,P3_1,P3_2,P3_3,P4,P5_1,P5_2,P5_3,P6_1,P6_1_1,P6_2,P6_1_2,P6_3,P6_1_3,P6_4,P6_1_4,P6_5,P6_1_5,P6_6,P6_1_6,P6_7,P6_1_7,P6_8,P6_1_8,P6_9,P6_1_9,P6_10,P6_1_10,P6_11,P6_1_11,P6_12,P6_1_12,P6_13,P6_1_13,P6_14,P6_1_14,P6_15,P6_1_15,P6_16,P6_1_16,P6_17,P6_1_17,P6_18,P6_1_18,P6_19,P6_1_19,P7_1,P7_2,P7_3,P8_1,P8_1_1,P8_2,P8_1_2,P8_3,P8_1_3,P8_4,P8_1_4,P8_5,P8_1_5,P8_6,P8_1_6,P8_7,P8_1_7,P8_8,P8_1_8,P8_9,P8_1_9,P8_10,P8_1_10,P8_11,P8_1_11,P8_12,P8_1_12,P8_13,P8_1_13,P8_14,P8_1_14,P9,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P10_8,P10_9,P10_10,P10_11,P10_12,P10_13,P11_1,P11_2,P11_3,P12_1,P12_2,P12_3,P13,P14,P15_1,P15_2,P15_3,P15_4,P15_5,P16,P16_1,P17,P17_1,P18_1,P18_1_1,P18_2,P18_1_2,P18_3,P18_1_3,P18_4,P18_1_4,P18_5,P18_1_5,P18_6,P18_1_6,P18_7,P18_1_7,P18_8,P18_1_8,P18_9,P18_1_9,P18_10,P18_1_10,P18_11,P18_1_11,P18_12,P18_1_12,P18_13,P18_1_13,P18_14,P18_1_14,P18_15,P18_1_15,P18_16,P18_1_16,P18_17,P18_1_17,P18_18,P18_1_18,P19,P20,P21,P22_1,P22_2,P22_3,P23_1,P23_2,P23_3,P24,P25,P26_1,P26_2,P27,P28,P29,P30,P31,P32,P33,P34,P35_1,P35_2,P35_3,P36,P37,P38_1,P38_2,P38_3,P39_1_NIV,P39_1_ANO,P39_2_NIV,P39_2_ANO,P40_1,P40_2,P41,P42,P42_1,P42_1a_1,P43,P44,P45,P46,P47,P48,P48_1,P48_2,P49,S1,S2,S3_NIV,S3_ANO,S4,S5,S6,S6_1,S7,S8,S9,S10,S11,SEXO,EDAD_AGRUP,ESCOLARIDAD,EDO_CIVIL,COND_ACT,ING_FAM,REGIÓN,PONDI1,PONDV1
908,09,007,0001,0252,4,COSTUMBRES,ETNIAS,PAISES,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,3,0,0,0,0,0,0,0,6,5,#¡NULO!,2,3,1,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,11,22,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,1,2,2,2,2,2,2,2,1,1,2,2,1,4,6,5,LIBROS,LECTURA,COMPRENCION,2,1,2,4,4,4,4,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,1,99,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,7,2,7,4,6,#¡NULO!,RNTRETENIMIENTO,COMPROMISO,SALUD,2,1,2,3,2,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,#¡NULO!,#¡NULO!,3,2,3,4,7,1,0,1,0,9,1,1,3,#¡NULO!,#¡NULO!,2,2,2,2,2,2,#¡NULO!,#¡NULO!,9,1,81,4,3,2,4,1,5,9,#¡NULO!,#¡NULO!,#¡NULO!,99,1,6,3,2,2,99,Oriente,9125.69,2513.08
909,09,007,0001,0182,2,LITERATURA,,,10,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,1,5,#¡NULO!,2,1,2,5,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,11,22,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,3,6,COMPRENDER,IMAGINAR,LEER,1,2,1,4,3,4,2,1,20,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,8,2,7,1,2,4,BUENA SALUD,CONDICION,FISICO,2,1,3,#¡NULO!,2,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,3,4,7,3,2,1,2,3,8,2,6,3,3,10,1,3,#¡NULO!,#¡NULO!,2,2,1,4,3,2,#¡NULO!,#¡NULO!,9,2,73,7,3,1,4,1,3,9,#¡NULO!,#¡NULO!,#¡NULO!,99,2,6,4,2,2,99,Oriente,6550.78,2164.20
910,09,007,0001,0252,3,COSTUMBRES,TRADICIONES,COMIDAS,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,#¡NULO!,1,1,2,5,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,11,22,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,6,APRENDIZAJE,LECTOR,LIBROS,1,2,2,4,4,3,3,1,90,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,10,1,7,1,4,6,SALUD,CONDICION,,2,1,3,#¡NULO!,1,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,4,5,3,1,2,3,4,6,3,7,3,9,9,1,3,#¡NULO!,#¡NULO!,2,2,2,2,2,2,#¡NULO!,#¡NULO!,9,2,81,7,3,2,5,1,1,9,#¡NULO!,#¡NULO!,#¡NULO!,2,2,6,4,1,2,2,Oriente,11410.17,2513.08
911,09,009,0325,9999,1,CASA,CAMPO,CELOFAN,6,2,4,4,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,10,5,6,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,9,22,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,#¡NULO!,#¡NULO!,LENGUAJE,LAGUNA,LIMA,2,2,2,4,4,4,2,1,50,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,3,2,3,5,#¡NULO!,EJERCICIO,CANSANCIO,TEBAJAR EN EQUIPO,2,1,5,#¡NULO!,1,4,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,4,#¡NULO!,#¡NULO!,2,3,1,3,#¡NULO!,1,0,1,0,6,10,1,3,#¡NULO!,#¡NULO!,2,2,1,3,3,2,#¡NULO!,#¡NULO!,6,2,70,3,6,2,4,1,4,1,5,2,1,1,2,6,2,2,1,1,Sur,4478.06,2586.96
912,09,007,0001,5677,2,EDUCACION,COSTUMBRES,,4,6,0,0,0,0,5,9,9,0,0,5,10,0,0,2,7,9,0,2,0,10,5,9,0,6,5,#¡NULO!,3,1,1,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,7,22,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,2,2,2,2,2,2,2,2,1,1,2,2,1,5,#¡NULO!,#¡NULO!,LIBROS,LEER,,98,1,4,3,4,4,4,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,3,7,6,#¡NULO!,#¡NULO!,SALUD,EJERCICIO,,2,2,3,#¡NULO!,2,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,#¡NULO!,#¡NULO!,98,98,3,4,#¡NULO!,3,6,1,0,6,10,1,3,#¡NULO!,#¡NULO!,2,2,2,98,6,2,#¡NULO!,#¡NULO!,10,2,68,3,6,2,5,1,3,8,#¡NULO!,#¡NULO!,#¡NULO!,1,2,6,2,1,2,1,Oriente,7182.58,2372.93
913,09,015,0001,0343,3,99,,,4,0,7,6,6,6,6,10,10,7,7,8,7,8,8,7,9,7,0,9,9,10,6,6,6,5,#¡NULO!,#¡NULO!,1,1,#¡NULO!,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,10,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,7,22,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,4,5,LECCIONES,ESCRITURA,,2,1,2,4,4,4,2,1,20,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,8,4,1,2,4,6,CAMINAR,EJERCICIO,BALLET,2,1,3,#¡NULO!,2,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,3,5,98,98,1,4,7,98,98,98,98,98,6,1,3,#¡NULO!,#¡NULO!,2,2,2,2,1,2,#¡NULO!,#¡NULO!,10,2,72,3,3,2,4,1,4,8,#¡NULO!,#¡NULO!,#¡NULO!,99,2,6,2,2,2,99,Centro,11536.51,2328.28
914,09,009,0325,9999,3,LIBRO,EXPOSICION,,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,10,6,5,#¡NULO!,2,2,1,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,6,22,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,2,2,2,2,2,2,2,2,1,1,2,1,2,2,#¡NULO!,#¡NULO!,LEER,,,2,1,4,4,4,4,2,1,2,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,3,9,6,#¡NULO!,#¡NULO!,FUTBOL,EJERCICIO,JUGAR,2,1,6,#¡NULO!,1,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,1,98,98,98,6,1,5,3,6,3,6,6,10,1,3,#¡NULO!,#¡NULO!,2,2,2,6,98,2,#¡NULO!,#¡NULO!,6,2,32,4,3,2,1,1,3,1,1,2,1,1,2,2,3,1,1,1,Sur,6338.17,2586.96
915,09,009,0325,9999,5,MUSEO,,,5,10,3,4,0,3,3,5,6,0,3,5,7,7,5,5,7,8,0,5,5,5,0,5,7,6,10,1,2,5,#¡NULO!,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,22,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,1,2,1,1,2,2,2,2,1,2,1,1,2,2,6,#¡NULO!,LIBROS,BIBLIOTECAS,,1,1,1,4,4,4,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,3,9,2,#¡NULO!,#¡NULO!,COMER,FUTBOL,DEPORTIVO,2,2,5,#¡NULO!,2,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,98,#¡NULO!,2,1,2,1,6,6,3,3,3,4,10,1,3,#¡NULO!,#¡NULO!,2,2,1,4,5,2,#¡NULO!,#¡NULO!,4,2,32,4,3,2,1,1,3,1,2,3,1,1,2,2,3,1,1,1,Sur,10563.62,2586.96
916,09,016,0001,0069,3,EDUCACION,DISCIPLINA,CUMPLIMIENTO,4,9,3,0,0,0,0,0,6,7,5,8,3,9,4,3,0,9,0,0,0,9,0,0,0,11,#¡NULO!,#¡NULO!,3,1,3,7,2,#¡NULO!,1,1,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,22,21,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,4,#¡NULO!,APRENDER,SABER COSAS,,2,1,1,4,4,4,2,1,20,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,8,4,1,4,3,#¡NULO!,98,,,2,2,6,5,2,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,#¡NULO!,#¡NULO!,2,3,7,6,4,3,4,3,6,4,6,1,3,#¡NULO!,#¡NULO!,2,2,1,1,4,2,#¡NULO!,#¡NULO!,10,2,76,4,3,2,4,1,4,8,#¡NULO!,#¡NULO!,#¡NULO!,99,2,6,3,2,2,99,Poniente,8291.61,2700.64
917,09,007,0001,0182,3,LIBROS,ESCUELAS,DANZA,4,4,0,0,0,0,4,0,0,0,0,0,0,0,2,2,5,5,0,0,0,0,0,0,0,6,5,#¡NULO!,2,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,22,21,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,2,2,2,2,2,1,1,2,1,1,2,2,2,4,6,5,NARRACION,ESCUELA,LENGUAJE,2,1,3,4,3,4,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,6,3,1,2,6,5,OLIMPIADA,ENTRENAMIENTO,,2,1,5,#¡NULO!,2,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,#¡NULO!,#¡NULO!,2,1,1,2,7,99,99,99,99,99,99,1,3,#¡NULO!,#¡NULO!,2,2,2,2,2,2,#¡NULO!,#¡NULO!,10,2,57,3,4,2,4,1,2,8,#¡NULO!,#¡NULO!,#¡NULO!,98,2,5,2,2,2,98,Oriente,7092.50,2164.20
918,09,010,0001,0633,1,MUSICA,PINTURA,ARTE,9,5,3,2,6,6,6,6,3,7,2,9,4,6,7,7,8,7,2,7,7,8,7,8,8,1,#¡NULO!,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,22,21,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,5,1,LIBRE,LA BIBLIA,,2,1,2,3,3,4,4,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,1,2,6,5,1,2,4,#¡NULO!,JUGAR,FOOTBALL,BOLEIBALL,2,2,3,#¡NULO!,2,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,2,#¡NULO!,98,98,5,3,2,4,3,4,3,6,10,1,3,#¡NULO!,#¡NULO!,2,2,2,4,4,2,#¡NULO!,#¡NULO!,10,2,66,3,6,2,4,1,1,8,#¡NULO!,#¡NULO!,#¡NULO!,2,2,6,2,2,2,2,Poniente,2564.40,2505.73
919,09,007,0001,3219,3,VESTIDOS,VESTIMENTA,,10,0,0,0,0,0,10,0,0,3,2,0,3,3,0,0,6,10,0,0,0,0,10,10,10,8,10,#¡NULO!,2,5,7,8,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,20,21,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,#¡NULO!,#¡NULO!,LEER,LECTOR,,1,2,1,3,4,4,2,1,60,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,0,1,8,3,#¡NULO!,#¡NULO!,SALUD,CONDICION,EJERCICIO,2,1,2,#¡NULO!,2,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,#¡NULO!,#¡NULO!,98,98,2,4,5,3,4,1,0,6,10,1,3,#¡NULO!,#¡NULO!,2,2,1,4,5,2,#¡NULO!,#¡NULO!,9,2,79,5,3,2,5,1,3,9,#¡NULO!,#¡NULO!,#¡NULO!,98,2,6,4,1,2,98,Oriente,11468.61,2525.95
920,09,007,0001,3219,4,VESTIMENTA,DANZAS,,8,0,7,0,0,0,8,0,10,0,0,0,0,0,0,0,10,0,0,8,7,0,10,10,8,8,10,#¡NULO!,2,5,8,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,20,21,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,1,1,1,2,2,2,2,2,2,1,1,1,2,3,6,#¡NULO!,LEER,APRENDER,COMPRENDER,1,2,2,3,3,4,2,1,20,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,6,3,1,1,3,6,DISCIPLINA,ESFUERZO,DEDICACION,2,1,3,5,2,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,3,1,#¡NULO!,1,1,2,3,4,6,3,6,3,4,10,1,3,#¡NULO!,#¡NULO!,2,2,1,2,4,2,#¡NULO!,#¡NULO!,11,2,20,6,1,1,6,2,#¡NULO!,7,#¡NULO!,#¡NULO!,#¡NULO!,2,2,1,5,3,2,2,Oriente,8144.32,2525.95
